word,0,1,2,3,4
document,-0.48409006,-0.5621797,-1.6573782,0.38597724,-1.2750032
yyyy,1.7183365,-0.8189999,0.99895674,0.7723588,-1.2593998
swap,0.07575278,0.6795937,-1.0407424,0.048585586,-1.4731534
month,1.5665054,0.09777746,-0.21146066,0.70940495,-0.5926391
numbered,0.94230676,-0.43645304,-1.3682644,0.328598,-0.27023995
left,0.49050054,-1.2699329,-0.115861416,2.1629076,-0.2739421
command,0.76171076,-0.39492527,-0.0102760885,-0.68743646,-0.4293567
day,1.6431149,-0.36674067,0.14548017,0.12324132,-0.8129123
year,0.7257711,1.0382254,0.2677523,0.79120046,-1.6279378
register,0.7479548,-0.4186485,-0.3175535,-0.6345765,-1.2136391
repetition,0.20873322,-0.68461525,0.6408255,-0.1286069,-1.2388122
capturing,0.98885006,-0.010978827,-0.87672776,2.0270019,-0.4321006
speciﬁe,0.034641147,-1.20539,0.62770915,0.7222113,-0.41852894
useless,-0.8687366,-0.9343571,-0.7663895,-1.0952244,-0.5205392
simulate,0.1718552,-1.0812981,-0.39113075,0.049376763,1.3852049
psychologist,0.18904005,-0.895724,0.12797974,0.2208048,2.1818178
bug,0.68850005,-0.63965625,0.08719247,-1.3988518,-2.345513
specific,-0.3945353,-0.17693645,0.20231603,-1.0809733,-1.4881066
boyfriend,0.55406535,-0.0140295625,-0.5379006,-1.5975132,-0.3510897
depressed,0.84837633,-0.052238792,-0.53742754,-2.22784,-0.36133897
sorry,0.8785992,-0.4386158,-0.7262649,-1.9813011,-0.8226035
hear,0.82756746,-0.79211545,-0.0971153,-2.1601474,-0.9140597
cascade,-0.2059236,-0.44724068,1.6227534,1.9161718,-0.07096035
complete,0.46412274,-0.77173585,-0.09398873,1.4621505,-0.3062844
lookahead,-0.041964035,-1.5859112,-0.40287912,0.13731112,0.056662567
assertion,-0.36086914,-0.7410838,-0.22754744,0.17846012,0.78386015
future,-0.1423983,-0.3234785,-0.7326289,0.66381186,-0.20334385
ahead,-0.13577111,-1.5877949,-0.57824314,1.7144694,-0.72161525
pointer,1.0483527,-1.9053242,-0.15970287,0.794337,-0.78597826
check,1.2607691,-0.6802712,-0.97015476,-0.00020628789,-0.43190005
ous,-0.477703,-1.5044607,0.5260006,0.1530739,-0.2886059
width,0.98380923,-2.6493804,1.2199154,0.92414165,-0.7094434
plex,-1.8631676,-0.84994584,-0.62766004,-0.61334205,0.8263461
putation,-0.56752175,-1.9887255,0.9566761,-0.054844286,-0.018341668
church,-0.7540506,-0.28337276,1.027621,-0.6215947,0.6777543
quick,0.6365935,-1.0535266,-0.050253145,0.8040899,0.6849336
systematically,0.26392168,-0.34399632,-0.08001845,0.60996145,0.8857254
uniq,1.0378541,-2.9523535,-0.7853531,-0.13274965,-1.1461585
collapse,0.8500952,-2.7575552,-0.43437314,0.83276105,-0.67159903
complement,0.7038145,0.17318583,-1.8041389,1.6992638,-0.5442303
alphabet,0.52891344,-0.88976365,0.5284476,-0.21022962,-0.86395156
squeeze,1.6400049,-2.2355788,0.12996218,1.1352693,-2.75162
consecutive,0.33783156,-0.5900144,-1.0421001,0.37665248,-2.1849434
row,0.89039654,-2.2770627,-0.6671651,1.7466217,-1.8437049
william,-0.5861952,-0.37675205,-0.504033,-1.45602,0.0021801433
fair,-0.25510952,-1.1775472,-1.2626812,-1.2565691,0.17202982
inimum,2.4075372,-2.8659406,-0.43422776,0.9233908,-1.9667776
editdistance,2.449319,-2.7452023,-0.255422,1.1889783,-1.9263504
pass,-0.7183701,-2.114965,0.22155058,0.7497513,-0.42392528
aaron,1.3824071,-5.030644,-0.4463787,0.036989357,-1.7032021
abate,1.7612336,-4.605402,-1.5173566,0.0075530875,-0.9329822
abandon,3.8477356,-9.499602,1.3058391,-0.65459037,-4.651646
reverse,0.5388649,-1.5110723,-0.66621727,0.14878395,-0.42615223
handy,-0.88927567,-1.7519487,-0.32652664,-0.008819458,0.9425111
sophisticated,-1.0976576,-0.60127854,-0.5554276,0.028892577,0.25455835
reference,-0.48430273,0.40952423,-0.8268097,1.283412,-0.7046839
quantify,-1.4923782,0.53860813,-0.41992536,1.2966918,-1.4374342
editing,-1.2914454,-0.52143586,-0.12274448,-0.93736535,0.82175136
operation,0.08501294,-1.5400819,-0.19634081,1.4492828,0.14240031
transform,-0.91063726,-2.1118965,1.8706365,0.017320888,-0.02712995
equally,-0.6346989,-1.0061457,-0.82679653,-1.0331082,-0.3788686
intention,0.17118496,-1.8953407,1.8891097,-0.1067007,-0.9853089
andexecution,0.05190806,-2.347858,2.2917778,-0.26437792,-1.0167571
delete,-0.10148769,-1.4771378,-0.20524023,0.798189,-0.51098776
substitute,0.7576275,-1.5125164,1.5550711,1.320456,-1.5072817
correspondence,-0.73598784,0.20271842,0.0023620932,0.8797435,-0.42057374
beneath,1.1957948,-0.670288,-1.192409,2.2831023,-2.5584443
sfor,0.12171155,-0.59396905,-1.0875295,2.0113275,-2.099323
ifor,0.31450996,-1.5923537,0.15659642,1.704527,-2.526135
execution,0.0049611893,-1.6464087,2.5425224,0.080384515,-1.6724926
weight,-1.084018,-2.0546272,-1.2752143,0.5730915,-0.3025675
levenshtein,-0.34676814,-1.8892844,1.5355394,-0.121861994,-0.9275001
weighting,-0.05912109,-1.5285382,-1.5057951,0.14367393,0.23372677
propose,-1.2200819,-0.01761485,-0.09453968,0.5489529,0.51694155
alternative,-1.6360217,-0.73033583,-0.118750565,0.13940883,0.07234096
equivalent,0.00997554,-1.5787778,0.06031481,0.44115114,-0.12467741
path,0.500986,-1.197996,0.5114283,2.0019672,-0.70774543
find,0.14953977,0.28759655,-1.1022538,0.3407259,-0.5383159
view,-0.6147583,-1.1937764,0.1843702,1.0882996,0.649823
enormous,-0.6176775,-0.32050458,-0.025782468,-0.59728926,-1.0961883
naively,0.71992207,-1.7274314,-0.53217024,-0.14188488,-1.3416301
remember,-0.71135986,-1.9048526,0.08120403,-0.04238473,-0.777078
bellman,-0.32680032,-0.22588022,1.7748289,0.5877723,1.062279
solve,-1.4245437,-0.2575499,-0.94730777,-0.4318389,0.24031238
solution,-1.1303507,-1.1121588,-0.43221653,-0.025702951,0.9458176
subproblem,-0.9125885,-0.71383476,-0.621384,1.2092187,1.0303129
viterbi,-0.37809113,-1.98722,1.3266659,0.7773983,-0.38828844
properly,-0.50904244,-1.5876268,-0.65722734,0.7830083,1.052665
insert,0.9358491,-1.2338674,1.0110664,1.7166901,-1.3763673
exention,0.34285203,-1.7710758,1.0253505,1.7053123,0.5163472
optimal,-0.72178423,-1.145793,-0.06999593,0.85624325,-0.004750416
toexention,0.6272038,-1.8848664,1.8294642,1.3633921,-1.1530734
contradiction,0.4047921,-0.9121932,-0.9704082,-0.2520456,0.4122955
wagner,1.9544392,0.21182838,0.88036984,1.0334308,-2.792039
independently,-0.4679123,-0.55543095,-0.12738325,0.34996194,1.2491076
xof,-0.18916859,-2.3838475,-0.4752659,0.6022071,-2.9401755
target,-0.19930264,-0.37936217,-0.2202319,0.26671267,-2.1712224
yof,-1.0808847,-2.5684085,-0.26911914,0.11939875,-1.3438988
icharacter,0.68106973,-1.6942496,1.3077744,-0.6997016,-1.6030568
jcharacter,0.59165925,-1.7784315,1.4845169,-1.0667517,-1.6141063
lution,-2.1676235,1.1097851,-1.0248477,1.3065646,0.48561162
having,-1.0260776,-1.4141164,-0.8204329,0.07895261,-0.45724076
previously,-0.029132275,-0.2676659,-0.28910592,0.41324326,-1.7991377
arrive,2.5777264,-1.3232639,-0.8556103,0.5494726,-0.72409254
in,0.6296342,-1.4932542,2.2591608,-0.5238398,-3.6173313
del,0.9463803,-1.789544,1.6284949,0.48166814,-3.2047136
min,-2.3004384,0.7757311,1.0344485,0.10946804,-1.6132655
initialization,0.34989327,-2.9011543,0.21827321,0.3856977,-1.6785524
foreach,0.98408353,-2.2327845,0.61423624,2.0674129,-2.185715
ifrom,0.5453462,-2.563219,0.36940008,2.2069972,-2.2321863
jfrom,1.6667421,-2.4571702,1.2619501,1.4431839,-3.6637435
recurrence,-0.8412384,-1.8052018,0.9707744,1.1333591,0.09694487
sub,0.9784618,-0.8713434,1.9557981,0.7105311,-2.2493467
termination,-0.028262753,-2.8883078,2.9537683,1.0254833,-1.726876
spelling,-0.3114591,0.42611265,-1.4022586,-0.7576267,-0.8480783
correction,-0.03179689,-0.37156633,0.022830114,-1.2024431,-0.57024175
provide,-0.62888193,-0.31421235,-0.71766657,0.4324889,-0.08649259
align,-0.48041677,-0.05467835,-0.022470979,-0.008828456,-1.61897
chine,-2.347584,0.22857364,-0.33813453,-0.9832573,0.5997914
parallel,-0.9836844,-0.15930936,0.764962,0.0432617,-0.8540331
extend,-0.61164045,-0.54282355,0.19486174,1.1781694,0.0054507423
cell,1.0926266,-1.8086755,-0.27317795,1.5224142,-1.2504072
augment,-0.88082135,-0.24102478,0.77794194,0.53320485,-0.5750876
backpointer,0.6648512,-3.035918,1.8618702,1.0819397,-1.1197324
enter,0.728533,-1.7374433,-1.4133008,1.5491132,0.40055928
schematic,0.02538809,-2.1693776,1.0703915,1.3110194,0.29296735
tiple,0.15801062,-1.1188596,1.1562712,0.32801655,-1.2638602
extension,-1.121448,-0.904537,1.1463827,0.29016456,-0.41561335
backtrace,0.8643073,-2.5273917,1.0385588,0.9006764,-1.2071302
modify,0.6500949,-2.1972222,-1.019596,-0.26270923,0.40771946
neighbor,0.60325944,-1.0945027,-1.5841827,0.65053815,-1.0523987
arrow,0.82589805,-0.98525774,-1.3781846,1.7716069,0.15977561
bold,0.28323963,-0.07854662,-1.833874,1.141274,-1.2385545
diagram,0.23733225,-1.1812816,-2.1817026,1.0236076,1.4931258
gusﬁeld,-0.6375546,-0.93113595,-0.0023311984,-0.6234217,0.15921871
spell,-0.41047072,-0.6984826,0.41630247,1.6958063,0.09423739
keyboard,-0.94045347,-1.72238,1.4942224,0.028161388,-1.424875
probabilistic,-1.6743889,-0.4506032,0.20000957,0.20611282,0.44429833
probability,-0.25346574,-1.6894116,-1.0022249,-0.3338419,-1.4907253
concept,-0.8221806,-0.41034147,-0.40553132,0.5303308,0.5611578
sized,0.62779343,0.00038740714,-0.6099848,0.8909137,-1.6372062
powerful,-1.6384113,-0.6204953,0.084535174,0.35072726,-0.2476782
egghe,0.28623182,-0.55220264,0.21286309,-0.7391142,2.845107
baayen,-0.14046213,0.13106713,-0.30403295,-0.022765389,1.204181
draw,-0.91643745,-0.039241567,-0.39181277,0.28646183,-0.14089452
iso,1.0482999,-0.25325155,0.79914635,0.86911803,-1.1342903
discussion,-0.1757165,0.9174654,0.15306129,0.2568797,0.69630283
engineer,0.13151693,1.139426,-1.0699334,-0.39145884,1.4277036
xerox,0.710181,0.82195705,-0.18985397,-0.19400814,2.0713
apple,0.7012861,-0.21955554,-0.47794187,-0.24339317,0.026189605
publish,-0.75493735,-0.25745058,1.0758958,0.52059716,1.274647
formal,-0.71753865,-0.27882582,0.13583124,0.8755211,0.8160637
famously,-0.6802319,0.5644833,-1.7217547,-0.74877465,1.341253
outline,-0.16738525,-1.5350155,-1.6699256,0.33516973,0.73870045
dinner,1.2013285,-0.05478123,0.24542536,0.23911743,-1.3693118
thompson,-0.7891619,1.1445038,1.0418136,1.0551913,-0.14924636
normalization,-0.37462166,-0.8693353,0.17086233,1.2728659,-0.08258607
beginning,0.57187057,-0.82129276,0.40826243,0.7973558,-1.126571
ﬁeld,-1.0264474,-0.28509694,-0.81468236,0.054819368,1.1732496
stem,0.8348367,-0.22864063,-0.6683659,0.3543307,-1.4427516
mer,0.7400417,-0.009896262,-0.035276335,0.3142768,0.9888664
lovin,0.22768976,0.4307977,0.49558803,-0.043704357,0.89326423
digital,0.8252293,-1.0156827,-0.50708616,-0.946007,-0.11341825
humanity,-0.4535478,1.596738,-1.1716636,-0.7681045,0.681806
packard,-0.48015645,0.94240606,-0.3370692,0.11329496,1.5052737
compression,-0.91830397,-0.668616,1.1959571,-0.5632821,-0.12700817
radford,-1.7497832,0.18404056,2.30285,0.30568275,-1.1766276
nice,0.614924,-0.28292412,-1.4838059,-1.3711247,-0.29159853
public,-0.8871156,1.1368748,-0.045956533,-0.83488816,-1.2097312
tation,-1.7142872,0.06482526,-0.8838718,0.45977932,-0.09918378
popular,-0.75106865,-0.33465028,-0.5604809,0.10202563,0.108655974
lecture,-0.891528,0.10428344,0.7719303,-0.27617764,0.32789096
automaton,-0.18552925,-1.2865565,0.532738,2.135582,1.2419574
mcculloch,-0.7727985,-1.3702453,0.6935333,2.8946154,2.473335
pitts,-0.7282733,-1.5849342,0.44989634,3.0655065,2.5350773
neuron,-0.7552049,-1.1471378,0.53932446,2.144092,1.7499748
compiler,0.51019883,-1.1276182,0.79854834,0.46796268,-0.05744412
sion,-0.8553317,-0.4668338,-0.98178405,-0.17011489,0.15307805
utility,-1.2273555,-0.23363344,0.17569426,-0.65494275,1.4676964
textbook,-0.7812199,0.060157858,0.8700403,0.5386808,0.48622063
interface,-0.48517272,0.46171838,0.6130099,-0.92404604,-0.12885234
kruskal,-1.1814946,0.12859043,1.9417247,-0.046953745,-0.78546387
package,0.02184169,-0.8053879,1.4819022,-0.2656084,0.043869272
diff,0.7932912,0.8866974,-0.21340668,-1.7627187,0.28320614
nist,-0.19052742,0.13358866,1.3516834,-1.0863023,-0.55922997
sclite,0.1635734,-0.3989333,1.5819032,-1.1268831,-0.20186025
autobiography,0.24600312,-0.1040073,1.4867758,-0.87969357,0.42029896
research,-0.9046316,0.455707,0.031386815,-0.58664656,0.67682207
secretary,0.632353,1.1367363,-0.1973204,0.7188332,-0.10231292
defense,0.26091537,1.0526136,-0.6094598,-0.90427774,1.3620405
pathological,0.98043865,0.25457835,-1.7229863,-1.918922,1.1980252
fear,0.59151435,0.9033897,-2.9112623,-2.318281,0.021977227
hatred,0.16924988,0.24596977,-1.8174052,-2.071829,0.07427832
absolutely,0.6018948,-1.058989,-1.8466812,0.48643616,-0.15013969
impossible,0.30962932,-1.4649765,-1.0950418,0.5190349,0.042391967
pejorative,0.22936954,-1.037,-1.64917,0.7906988,0.8090985
sense,-0.2677847,-0.07186175,-1.5165833,0.8498566,-0.33898818
object,0.84937835,-0.15228826,-2.3139272,0.9688409,0.13890396
ais,0.23571865,-1.4847152,-1.2165374,-1.2271603,-1.2518733
forth,0.3646566,-0.38367227,0.03473607,1.0867381,-0.895142
bert,-2.1030622,-0.2256166,-0.3126087,1.0463272,-1.3203784
grotto,1.2461089,-0.1976899,-0.85088843,0.74200875,-2.220901
merely,0.47754344,-0.15188473,-0.8850401,-0.5993629,-1.8654976
page,-0.26048535,0.3051558,-0.068682894,0.83746153,-1.3043925
chologist,0.010452067,-0.8374501,0.032890588,0.31889486,2.2088885
mind,-0.08127767,-0.53859395,0.60766715,-0.3321999,-0.15985458
engage,0.24847695,0.47830588,-0.84615135,-0.9288595,0.066416666
grid,-0.21956214,0.11135324,-0.9726168,1.8504342,-0.71134526
close,1.0084283,-1.8692654,-1.1779194,-0.3831292,-0.38603052
tance,-0.52189994,-1.2226837,-0.2574854,0.34898353,1.2339712
uniformly,-0.32371953,0.02515733,-1.2779844,-0.14506178,-3.375083
cry,0.30511686,0.47778112,-2.2543657,-2.069028,-3.4099357
smile,0.08517808,0.7640798,-1.2743838,-2.9078336,-2.763591
associate,0.322947,-0.042933837,-1.6861697,0.4040179,-0.7946488
perceive,0.83276975,-1.7704167,-0.3215339,-1.579168,0.13651682
wish,0.8102991,-1.1437187,1.3011686,-0.51050663,-0.18809125
austen,0.45546347,0.3147796,0.9824693,0.61267704,-2.165989
trigram,-0.373583,-1.4108827,-0.05799678,-1.0813291,-2.1441243
walden,1.9881094,-2.0763178,0.15866375,-1.1057545,-3.0510414
pond,1.7116828,-1.808889,-0.023839554,-1.1540393,-3.0232198
beautifully,1.5311052,-2.0034,-0.18730575,-1.3319002,-3.2544677
conclude,0.8764482,-0.7901736,-0.090161175,0.5247528,-0.7626019
probably,0.43100157,-0.18059309,-1.4558545,-0.5117402,-0.5379118
equivalently,-0.86254,-1.8453606,-2.464918,-0.011989473,-1.6450757
sudden,1.8949925,-2.3976178,-0.828238,-0.7065386,-1.8160156
guy,1.912434,-3.0782192,-0.95074326,-1.2995192,-1.6205633
sidewalk,1.9681252,-3.3395584,-1.1042867,-0.9061652,-1.8188164
solely,0.3097738,-0.5593854,-1.1865895,0.88571304,-0.19074716
practical,-1.4217434,0.030661905,0.08722942,0.16910088,0.32118723
mar,-0.8571036,-0.2494112,-0.08847816,0.066444196,1.6554143
probable,0.17376593,-1.4468589,-0.3085057,-0.018131793,-2.2491374
soonish,1.0127143,-0.27022076,0.06366758,-0.07886889,-1.9290922
dish,1.8575003,-1.0972965,-1.0470631,-1.1834756,-1.9379069
augmentative,-0.95324594,0.46937564,-0.6253309,-0.29768685,0.8479435
tive,0.0892427,-0.63363063,-1.3679583,-0.512685,0.28621
trnka,-1.0601051,0.18318062,-1.293586,-1.5799768,1.6929029
kane,-0.4281526,-0.6166731,-1.1505128,-0.8557484,1.9249684
aac,-0.7501326,0.3156176,-0.093324706,-1.7946519,0.54744625
physically,0.98878706,0.39778778,-1.3916941,-1.1682987,0.36268342
unable,-0.3762092,0.3460846,-1.0218108,-1.1354343,-0.5759796
eye,0.08139253,-0.6563661,-0.12319247,-0.29845557,1.7978799
movement,0.5907611,-0.88548434,-0.42253688,0.34333906,0.8288481
menu,0.2516043,-0.14653704,-1.8032324,-0.047677632,-0.7322485
prediction,-1.4045578,-0.48134542,0.18526734,0.48646927,-1.0152317
nword,-0.50651276,-1.8225771,0.5592518,0.13500911,-1.7758743
bigram,-0.028248124,-1.6245484,-0.24362034,-0.5876552,-1.8654797
orwater,0.8754328,-1.4258475,0.3067645,-1.8823348,-2.618005
terminological,0.878299,-2.0227787,0.08340956,0.6365998,-0.71876884
formalization,-1.1341467,-0.39163846,0.57296455,1.9416937,0.5804761
major,-0.3499011,-0.47336563,0.048158843,0.2166621,0.7868349
wgiven,-0.039486825,-1.5735773,-0.6097978,-0.65187997,-2.048589
history,-1.1792856,-0.5946205,1.0268701,0.3536551,-0.3433643
directly,-0.83347666,-0.2308243,-0.6350173,0.4919635,-0.76659536
relative,0.80700374,-1.277641,-1.2199769,-0.009806979,0.52735716
creative,-0.7325141,0.044506885,-0.25404528,-0.16017812,-1.6886631
expect,-0.3669547,-1.0388937,-1.2931433,-0.97981536,-0.53475964
clever,-1.4422174,-0.89380074,-0.24447162,-0.36338556,-0.17104688
simpliﬁcation,-1.3086087,-0.5755042,-0.23246206,1.3183422,-1.0368695
joint,-0.4458841,1.4558904,-0.1554581,1.3115962,-0.7700589
decompose,0.74068403,-1.394849,-1.2590858,-0.22936815,-1.1733056
chain,-0.6822741,-0.85545135,-0.28339192,0.63910466,-0.3322602
ram,-2.2426393,0.9435539,0.14534372,0.7113447,-1.4676654
bility,-0.7414308,-1.8624549,-0.3167275,-0.31426558,-1.3060573
multiply,-0.9200442,-2.7303324,-0.7609797,1.1438729,-0.88862574
markov,-1.0138595,-1.6780851,0.67080754,0.08750931,-0.100746624
assumption,-0.8557332,-1.4067644,-0.50137854,-0.11376439,-0.61015916
ity,-0.40027413,-0.28575888,-0.22686003,0.41612187,0.05228743
approximation,-1.277975,-1.665924,-0.1726061,-0.8866089,-0.8258867
generalize,-1.2587591,-0.7142024,-1.1664997,0.14040942,0.26168323
bigrams,-0.10008351,-1.3785182,-0.31547162,-0.894365,-1.4464777
intuitive,-0.5731606,-1.7915415,-1.1188087,-0.44794402,-1.4548246
likelihood,-0.491616,-2.2086697,-1.1245266,-1.0192788,-1.164174
estimation,-1.0753427,-1.8952061,0.49778262,-1.0858836,-0.48738396
mle,-0.59920937,-2.075055,-0.44156647,-1.8382416,-1.3829926
normalize,-0.14808315,-2.08962,-1.239335,0.13993357,-0.7012948
bilistic,-0.81251085,-0.9454769,0.7980853,0.008310354,-0.17177218
normalizing,-0.2600993,-2.3670766,0.7822441,0.13610616,-0.50013983
sum,-0.5046268,-2.496452,-1.0442868,0.28716832,-0.7350167
ize,0.69955695,-0.98846775,-0.6905162,0.9161754,-2.1987693
share,-1.7694606,0.98355097,-0.2847643,1.0311161,-0.9858271
simplify,-0.9484528,-1.3283031,-0.101123855,0.6025762,-0.51482993
equal,0.550084,-1.5159289,-1.3873208,-1.3496722,-1.6429526
reader,-0.10345124,-0.4824199,-1.2174797,0.14860322,0.120250806
moment,-0.5241047,-0.83299637,-0.7633014,0.49078822,0.26938224
convince,-0.48457387,-1.073621,-1.4520146,0.23449774,0.58992785
mini,-1.4164498,-2.3739886,0.45179024,-1.4417384,-1.5011253
sam,0.37517187,-1.6745354,0.5153083,-2.0501854,-1.6817647
green,1.6076821,-1.2466873,-0.87138635,-1.0753019,-0.90958613
egg,0.98539734,-1.0136935,0.2330779,-1.0344086,-0.8003993
ham,0.76482624,-0.96297145,0.6105038,-0.67876536,-0.24422826
calculation,-1.0836538,-1.9645,-0.6022462,0.5431032,0.11205127
inﬁnite,-0.0031421199,-1.7658014,-1.3356724,-0.017240494,-0.39360374
observed,-0.18406345,-1.5658836,-2.1422627,-0.9097892,-2.0320468
ratio,-0.7381,-2.1830726,-2.012699,-1.7264206,-0.63259614
maximize,-1.0674274,-1.366676,-1.3926262,-0.7456409,-1.3972825
tgiven,-1.5961378,-1.2856711,0.64232326,0.77241975,-2.0391517
unlikely,0.3581487,-0.97822195,-1.6183262,-0.40902224,-1.0684184
berkeley,0.44898137,1.3213155,-0.22984374,0.2639015,0.103709854
project,-0.10550348,0.8988191,-0.060186386,0.8271195,-0.04095919
century,0.38821033,0.2887286,-0.21586332,0.88378483,1.0761195
database,-0.61335534,1.042217,-0.41061008,0.033911876,-0.14148223
california,0.5723848,1.919463,0.26338866,0.92671114,0.48902377
rafsky,-2.0113862,2.3540964,-0.99379873,-0.45679763,-0.5510871
query,-0.891382,-1.076486,-1.5307229,0.685638,-1.1595496
website,0.94106066,-0.2593511,-0.7224619,-0.8401274,-0.46558928
breakfast,1.6550245,-0.31371993,-0.43314427,1.7399384,-1.3245609
majority,-0.30612242,0.5341361,-1.2114351,-0.17996408,-1.0013962
cohere,-0.6696742,0.4537783,-1.5276655,1.4817396,-0.9437091
sparse,0.104760565,-1.2144582,-1.5620607,0.532431,-1.178241
food,2.0199964,0.25228244,-1.7120924,0.09193733,-1.8540069
lunch,2.0981724,-0.32729062,-1.2061574,0.3203602,-2.3534915
spend,2.1752396,-0.65578324,-0.99036944,0.12238546,-2.4563205
appropriate,-0.5420936,-0.8928942,-0.89881355,0.41060174,-0.974727
strictly,0.56879854,0.36923814,-1.506218,0.9938853,0.061847754
eatis,1.3367516,0.11893394,-2.0175133,0.7603649,0.18447627
tois,0.7652976,0.5118524,-1.2950212,-0.26813218,0.119501635
assistant,-0.29409558,0.57080674,-0.89637774,-1.8379195,-0.9543798
cultural,0.14123212,1.4960903,-1.4388218,-0.14791046,0.37229788
versus,0.54475325,-0.3313084,-2.110095,-0.22711915,-0.7959496
product,0.5134684,-2.49812,-1.9158802,0.8535395,0.11603325
numerical,0.7423647,-0.977254,-0.2017804,0.06954783,-0.17172357
linear,-0.71090084,-2.4382515,-0.044839982,0.4885698,0.25408927
multiplying,0.3645744,-3.0138946,-0.49239916,0.13893914,-1.0542302
storage,0.015756512,-2.0419543,0.39336908,-0.44789323,-0.94903004
exp,-0.43029225,-3.0408354,0.27785388,-0.3407673,-0.52912796
logprob,-0.69562376,-2.0705075,0.6049589,-0.5880193,-1.3482764
valuate,-1.8092836,-0.73869693,0.6674415,-1.0251898,-0.7068961
testset,-0.4727179,-0.75766313,-0.8555189,-0.8022346,-2.2928116
pedagogical,-0.78460413,-1.266396,-0.5505736,0.110577226,-0.08252332
sufﬁcient,-0.30167517,-0.33419746,-0.51357025,-0.7918767,-1.0143676
condition,-0.36973128,-1.2356288,0.55382323,0.42703387,-1.7513424
extra,-0.830883,-1.634031,0.6225437,1.0516922,-1.0905077
pseudo,-0.5230961,-0.89007616,-0.8670601,-0.96906763,-1.5338533
contemporary,0.19673307,1.6285515,0.48019823,0.53937787,-0.6192764
curate,-0.42944762,0.6962453,0.044780888,-1.054816,-2.1484196
billion,-0.35671294,0.41484952,0.04785925,-0.29889518,-2.651407
davy,-0.092784554,1.0820322,0.70082563,-0.07532937,-1.3704995
franz,-0.6297267,0.42423543,0.9523443,-1.8944721,-1.5840539
brent,-1.042017,-0.6179899,1.1111093,-1.7123829,-1.0526924
books,-0.9713126,1.7203016,0.7749788,-1.74518,-2.2953396
hebrew,1.2628915,1.453708,-0.6136777,0.2136803,-0.061352838
italian,1.4243606,1.3881036,-1.8229382,0.35143638,-1.0450644
extremely,-0.10162866,-0.9444162,-1.0852251,-0.3707395,0.015943013
inﬁni,-2.1921875,-0.06331535,0.17956893,-1.427764,-0.6397072
expensive,-1.0483503,-0.69762367,-1.2021015,-0.49373916,-0.22872339
ble,-0.19122358,-0.95435864,-0.17237721,-1.1068563,-0.06575114
array,0.44810423,-1.4667741,-1.7490913,1.6422478,-0.7289423
computing,-1.3938836,-0.2382556,-1.1180439,1.10778,-0.1359658
consideration,-1.3509903,-1.0917715,-0.3319305,0.17188919,0.7855066
quantize,-0.10429309,-2.0028255,1.1825837,-0.06639347,-1.831694
ﬂoat,0.5143336,0.21561323,0.4722022,0.02170173,-3.1851885
disk,0.10450751,-1.4669199,-0.09735219,-0.49964225,-0.86530083
memory,-0.9344024,-1.3933364,0.8709322,-0.0058030137,0.18557954
hash,0.6739154,-1.182645,0.43559727,0.69455147,-1.5155524
prune,-0.304294,-1.0713022,-0.7091925,0.09476358,-0.8097267
great,0.20568775,-0.95417917,-1.1997693,-0.9384671,0.13286309
threshold,-0.897588,-1.1991229,-2.0088916,-1.1753325,-0.69551194
stolcke,-1.574822,-0.19942972,2.6705294,-0.67905444,-0.94820094
kenlm,-1.551744,-0.891213,2.5462158,-1.2790242,-1.6877186
heaﬁeld,-1.8414123,-0.3260901,2.669051,-1.2081133,-1.72078
performance,-1.5149368,-0.23891518,-0.9015735,-1.0362029,-0.46213463
embed,-0.9721748,-1.2756672,-0.54315853,1.4904263,-1.4202484
extrinsic,-1.9161792,0.45287284,-1.7316358,-1.7325217,-0.6865577
recognizer,-0.7220196,-0.0036139027,0.9056303,1.3063372,-0.90193397
translator,-1.6168575,0.44311458,0.03431492,-1.3655937,-0.52762336
unfortunately,-0.36299118,-0.48466295,-0.5123989,0.7292956,-0.055696893
stead,-1.0707403,-1.2424282,0.30580905,0.30118757,0.11078334
intrinsic,-1.7490908,-0.11314045,-1.3549644,-0.90262884,0.16162151
mea,-2.2266326,-0.8587142,-1.3501235,-1.6589441,0.1233938
quality,-0.8644108,-0.48338756,-0.20249036,-1.4013036,-0.5632945
independent,-0.43955573,-0.77825415,0.35204485,0.17862736,-0.45365292
phisticate,-2.4460862,-0.008864092,0.51487875,-0.090825096,-0.63512164
development,-0.9716845,-0.3127437,-0.29134175,-0.9788126,-0.3032636
hold,0.75356007,0.1818956,0.078633785,0.7365216,-1.2508329
overlap,-0.9924198,0.11157694,-0.9382642,-0.6144521,-0.96519786
perfectly,-0.6246851,-0.1689747,-1.5482787,-0.818845,-1.0817032
chemistry,-1.0739129,0.33210072,0.63243335,-0.6716765,-0.56687367
translate,-0.18603852,0.64849323,-0.4362547,-0.31770772,-1.1192014
hotel,0.9164734,0.11796249,-0.26864684,0.12428027,-1.5862286
booking,1.6516957,-0.55716133,-0.8212356,0.30932662,-0.9699853
request,0.072337836,-0.35626474,-1.258083,-1.4517797,-0.50368065
wide,-1.1370105,-0.05390525,0.133873,-0.8146031,0.13027272
dividing,-0.58184195,-2.2568312,-0.9925812,-0.4180942,-0.3600585
whichever,-0.4305648,-1.6951516,-1.2040482,-0.6154843,-0.8505793
